record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.3390/s16111877,10.3390/s16111877,https://openalex.org/W2549726194,A Laser-Based Measuring System for Online Quality Control of Car Engine Block,Xingqiang Li; Zhong Wang; Luhua Fu,2016,article,Sensors,34,Q03,no
10.3390/s16111897,10.3390/s16111897,https://openalex.org/W2550263992,Tip-Clearance Measurement in the First Stage of the Compressor of an Aircraft Engine,Iker García; Radosław Przysowa; Josu Amorebieta; Joseba Zubía,2016,article,Sensors,33,Q12,yes
10.3390/s17010012,10.3390/s17010012,https://openalex.org/W2562692873,Plasmonic Fiber Optic Refractometric Sensors: From Conventional Architectures to Recent Design Trends,Elizaveta Klantsataya; Peipei Jia; Heike Ebendorff‐Heidepriem; Tanya M. Monro; F. Alexandre,2016,article,Sensors,225,Q04,no
10.3390/s17010165,10.3390/s17010165,https://openalex.org/W2576945763,Optical Tip Clearance Measurements as a Tool for Rotating Disk Characterization,Iker García; Joseba Zubía; Josu Beloki; J. Arrué; Gaizka Durana; Gotzon Aldabaldetreku,2017,article,Sensors,11,Q12,yes
10.3390/s17020294,10.3390/s17020294,https://openalex.org/W2587047648,Calibration of Laser Beam Direction for Inner Diameter Measuring Device,Tongyu Yang; Zhong Wang; Zhengang Wu; Xingqiang Li; Lei Wang; Changjie Liu,2017,article,Sensors,29,Q05,yes
10.3390/s17051097,10.3390/s17051097,https://openalex.org/W2612681176,A Blade Tip Timing Method Based on a Microwave Sensor,Jilong Zhang; Fajie Duan; Guangyue Niu; Jiajia Jiang; Jie Li,2017,article,Sensors,52,Q12,no
10.3390/s17071531,10.3390/s17071531,https://openalex.org/W2733211158,Temperature Measurement and Numerical Prediction in Machining Inconel 718,José Díaz‐Álvarez; Alberto Tapetado; Carmen Vázquez; H. Miguélez,2017,article,Sensors,54,Q04,no
10.3390/s17081745,10.3390/s17081745,https://openalex.org/W2741603970,Sparse Representation Based Frequency Detection and Uncertainty Reduction in Blade Tip Timing Measurement for Multi-Mode Blade Vibration Monitoring,Minghao Pan; Yongmin Yang; Fengjiao Guan; Haifeng Hu; Hailong Xu,2017,article,Sensors,105,Q12,no
10.3390/s18030749,10.3390/s18030749,https://openalex.org/W2790003318,Filament Breakage Monitoring in Fused Deposition Modeling Using Acoustic Emission Technique,Zhensheng Yang; Jin Li; Youruiling Yan; Yiming Mei,2018,article,Sensors,67,Q08,no
10.3390/s18030903,10.3390/s18030903,https://openalex.org/W2791270922,Micro/Nanofibre Optical Sensors: Challenges and Prospects,Limin Tong,2018,article,Sensors,144,Q04,no
10.3390/s18040995,10.3390/s18040995,https://openalex.org/W2795125005,Infrared Hollow Optical Fiber Probe for Localized Carbon Dioxide Measurement in Respiratory Tracts,Takashi Katagiri; Kyosuke Shibayama; Takeru Iida; Yuji Matsuura,2018,article,Sensors,17,Q04,no
10.3390/s18072166,10.3390/s18072166,https://openalex.org/W2838683405,A Blade Defect Diagnosis Method by Fusing Blade Tip Timing and Tip Clearance Information,Jiwang Zhang; Laibin Zhang; Lixiang Duan,2018,article,Sensors,22,Q12,no
10.3390/s18072243,10.3390/s18072243,https://openalex.org/W2849998126,A Miniature Binocular Endoscope with Local Feature Matching and Stereo Matching for 3D Measurement and 3D Reconstruction,Di Wang; Hua Liu; Xiang Cheng,2018,article,Sensors,28,Q08,no
10.3390/s18124229,10.3390/s18124229,https://openalex.org/W2902147196,Development of a Micro/Nano Probing System Using Double Elastic Mechanisms,Ruijun Li; Peng Xu; Pengyu Wang; Kuang–Chao Fan; Rongjun Cheng; Qiangxian Huang,2018,article,Sensors,12,Q03,no
10.3390/s18124298,10.3390/s18124298,https://openalex.org/W2904367039,Etched Fiber Bragg Grating Biosensor Functionalized with Aptamers for Detection of Thrombin,Aliya Bekmurzayeva; Kanat Dukenbayev; Madina Shaimerdenova; Ildar Bekniyazov; Takhmina Ayupova; Marzhan Sypabekova; Carlo Molardi; Daniele Tosi,2018,article,Sensors,96,Q04,no
10.3390/s19010061,10.3390/s19010061,https://openalex.org/W2906640726,Experimental Investigation of High Temperature-Resistant Inductive Sensor for Blade Tip Clearance Measurement,Ziyu Zhao; Zhenxia Liu; Yaguo Lyu; Yajun Gao,2018,article,Sensors,19,Q12,yes
10.3390/s19030711,10.3390/s19030711,https://openalex.org/W2914378896,A Review of NDT/Structural Health Monitoring Techniques for Hot Gas Components in Gas Turbines,Frank Mevissen; Michele Meo,2019,article,Sensors,97,Q12,no
10.3390/s19040761,10.3390/s19040761,https://openalex.org/W2912447061,Eddy Current Sensor System for Blade Tip Clearance Measurement Based on a Speed Adjustment Model,Jiang Wu; Bin Wen; Yu Zhou; Qi Zhang; Shuiting Ding; Farong Du; Shuguang Zhang,2019,article,Sensors,24,Q12,yes
10.3390/s19061410,10.3390/s19061410,https://openalex.org/W2922626034,Long Slender Piezo-Resistive Silicon Microprobes for Fast Measurements of Roughness and Mechanical Properties inside Micro-Holes with Diameters below 100 µm,Uwe Brand; Min Xu; Lutz Doering; Jannick Langfahl‐Klabes; Heinrich Behle; Sebastian Bütefisch; Thomas Ahbe; Erwin Peiner; Stefan Völlmeke; Thomas Frank; Bodo Mickan; I. Kiselev; Michael Hauptmannl; Michael V. Drexel,2019,article,Sensors,19,Q03,yes
10.3390/s19071538,10.3390/s19071538,https://openalex.org/W2926899804,Research on a Novel Fabry–Perot Interferometer Model Based on the Ultra-Small Gradient-Index Fiber Probe,Chi Wang; Jianmei Sun; Chenye Yang; Bin Kuang; Fang Dong; Anand Asundi,2019,article,Sensors,11,Q04,no
10.3390/s19102244,10.3390/s19102244,https://openalex.org/W2946041923,Performance Comparison of Three Fibre-Based Reflective Optical Sensors for Aero Engine Monitorization,Rubén Fernández; Josu Amorebieta; Josu Beloki; Gotzon Aldabaldetreku; Iker García; Joseba Zubía; Gaizka Durana,2019,article,Sensors,12,Q12,no
10.3390/s19102294,10.3390/s19102294,https://openalex.org/W2945865790,Tapered Optical Fibre Sensors: Current Trends and Future Perspectives,Sergiy Korposh; Stephen W. James; Seung-Woo Lee; Ralph P. Tatam,2019,article,Sensors,192,Q04,no
10.3390/s19204601,10.3390/s19204601,https://openalex.org/W2981463386,"A Simple, Low-Cost Micro-Coating Method for Accuracy Improvement and Its Application in Pressure Sensors",Jialin Yao; Yuxuan Chen; Wenjiang Qiang; Xizi Wang; Hao Wei; Bo-Hang Gao; Xing Yang,2019,article,Sensors,2,Q05,no
10.3390/s19224970,10.3390/s19224970,https://openalex.org/W2985276643,Improved Visual Inspection through 3D Image Reconstruction of Defects Based on the Photometric Stereo Technique,Sanao Huang; Ke Xu; Ming Li; M. Wu,2019,article,Sensors,20,Q05,no
10.3390/s20154142,10.3390/s20154142,https://openalex.org/W3045406402,Depth-of-Field-Extended Plenoptic Camera Based on Tunable Multi-Focus Liquid-Crystal Microlens Array,Mingce Chen; Wenda He; Dong Wei; Chai Hu; Jiashuo Shi; Xinyu Zhang; Haiwei Wang; Changsheng Xie,2020,article,Sensors,32,Q05,no
10.3390/s20185253,10.3390/s20185253,https://openalex.org/W3086657756,Refractive Index Sensor Based on Double Side-Polished U-Shaped Plastic Optical Fiber,Shumin Wang; Daming Zhang; Yan Xu; Siwen Sun; Xiaoqiang Sun,2020,article,Sensors,44,Q04,no
10.3390/s20247178,10.3390/s20247178,https://openalex.org/W3111797832,Multi-Parameter Measurement of Rotors Using the Doppler Effect of Frequency-Swept Interferometry,Bin Shao; Wei Zhang; Peng Zhang; Weimin Chen,2020,article,Sensors,8,Q12,no
10.3390/s21020500,10.3390/s21020500,https://openalex.org/W3118655880,Flame Image Processing and Classification Using a Pre-Trained VGG16 Model in Combustion Diagnosis,Zbigniew Omiotek; Andrzej Kotyra,2021,article,Sensors,59,Q08,no
10.3390/s21051557,10.3390/s21051557,https://openalex.org/W3129468402,Investigating the Trackability of Silicon Microprobes in High-Speed Surface Measurements,Min Xu; Zhi Li; Michael Fahrbach; Erwin Peiner; Uwe Brand,2021,article,Sensors,11,Q03,no
10.3390/s21072553,10.3390/s21072553,https://openalex.org/W3142290225,3D Sensors for Sewer Inspection: A Quantitative Review and Analysis,Chris Bahnsen; Anders S. Johansen; Mark Philip Philipsen; Jesper W. Henriksen; Kamal Nasrollahi; Thomas B. Moeslund,2021,article,Sensors,38,Q05;Q11,no
10.3390/s21165262,10.3390/s21165262,https://openalex.org/W3187266025,Surface Plasmonic Sensors: Sensing Mechanism and Recent Applications,Qilin Duan; Yineng Liu; Shanshan Chang; Huanyang Chen; Jinhui Chen,2021,article,Sensors,194,Q04,no
10.3390/s21175955,10.3390/s21175955,https://openalex.org/W3196453779,In-Line Measurement of the Surface Texture of Rolls Using Long Slender Piezoresistive Microprobes,Linus Teir; Tuomas Lindstedt; Thomas Widmaier; Björn Hemming; Uwe Brand; Michael Fahrbach; Erwin Peiner; Antti Lassila,2021,article,Sensors,16,Q03,no
10.3390/s21186135,10.3390/s21186135,https://openalex.org/W3199220178,Assessment of the Effect of Cleanliness on the Visual Inspection of Aircraft Engine Blades: An Eye Tracking Study,Jonas Aust; Antonija Mitrović; Dirk Pons,2021,article,Sensors,29,Q08,no
10.3390/s21186138,10.3390/s21186138,https://openalex.org/W3199825139,Methods of Hidden Periodicity Discovering for Gearbox Fault Detection,Ihor Javorskyj; Ivan Matsko; Roman Yuzefovych; Oleh Lychak; R. M. Lys,2021,article,Sensors,32,Q08,no
10.3390/s21196469,10.3390/s21196469,https://openalex.org/W3201899256,Recent Advances in Biomedical Photonic Sensors: A Focus on Optical-Fibre-Based Sensing,Mario Ochoa; José Francisco Algorri; Pablo Roldán-Varona; Luis Rodŕıguez-Cobo; José Miguel López Higuera,2021,article,Sensors,68,Q04,no
10.3390/s22010262,10.3390/s22010262,https://openalex.org/W4205208438,False Ceiling Deterioration Detection and Mapping Using a Deep Learning Framework and the Teleoperated Reconfigurable ‘Falcon’ Robot,Archana Semwal; Mohan Rajesh Elara; Lee Ming Jun Melvin; Povendhan Palanisamy; Chanthini Baskar; Lim Yi; Sathian Pookkuttath; Balakrishnan Ramalingam,2021,article,Sensors,9,Q08,no
10.3390/s22020560,10.3390/s22020560,https://openalex.org/W4206062533,A Comparative Study between Scanning Devices for 3D Printing of Personalized Ostomy Patches,Sofia Zahia; Begonya García-Zapirain; Jon Anakabe; Joan Ander; Oscar Jossa-Bastidas; Alberto Loizate Totoricagüena,2022,article,Sensors,18,Q05,no
10.3390/s22031298,10.3390/s22031298,https://openalex.org/W4211092366,Using a Tip Characterizer to Investigate Microprobe Silicon Tip Geometry Variation in Roughness Measurements,Min Xu; Ziqi Zhou; Thomas Ahbe; Erwin Peiner; Uwe Brand,2022,article,Sensors,4,Q03,no
10.3390/s22072694,10.3390/s22072694,https://openalex.org/W4221059772,Advanced Fiber Sensors Based on the Vernier Effect,Yunhao Chen; L. Zhao; Shuai Hao; Jianing Tang,2022,article,Sensors,75,Q04,no
10.3390/s22145363,10.3390/s22145363,https://openalex.org/W4285802442,"Review of Optical Fiber Sensors for Temperature, Salinity, and Pressure Sensing and Measurement in Seawater",Honglin Liang; Jing Wang; Lihui Zhang; Jichao Liu; Shanshan Wang,2022,article,Sensors,79,Q04,no
10.3390/s22155722,10.3390/s22155722,https://openalex.org/W4289529413,Optical Fiber Sensors for High-Temperature Monitoring: A Review,Shaonian Ma; Yanping Xu; Yuxi Pang; Xian Zhao; Yongfu Li; Zengguang Qin; Zhaojun Liu; Ping Lü; Xiaoyi Bao,2022,article,Sensors,157,Q04,no
10.3390/s23010013,10.3390/s23010013,https://openalex.org/W4313435946,A Three-Dimensional Structured Light Vision System by Using a Combination of Single-Line and Three-Line Lasers,Qiucheng Sun; Zeming Ren; Jinlong Zhu; Weiyu Dai; Mingze Wang; Mingyu Sun,2022,article,Sensors,19,Q05,no
10.3390/s23020596,10.3390/s23020596,https://openalex.org/W4313576926,An Overview on Image-Based and Scanner-Based 3D Modeling Technologies,Styliani Verykokou; Charalabos Ioannidis,2023,article,Sensors,94,Q05,no
10.3390/s23031129,10.3390/s23031129,https://openalex.org/W4317398965,Experimental Investigation on Hardware and Triggering Effect in Tip-Timing Measurement Uncertainty,Lorenzo Capponi; Tommaso Tocci; Marco Marrazzo; Roberto Marsili; Gianluca Rossi,2023,article,Sensors,15,Q12,no
10.3390/s23042187,10.3390/s23042187,https://openalex.org/W4320918877,Review of Seawater Fiber Optic Salinity Sensors Based on the Refractive Index Detection Principle,Gaochao Li; Yongjie Wang; Ancun Shi; Yuanhui Liu; Fang Li,2023,article,Sensors,59,Q04,no
10.3390/s23052600,10.3390/s23052600,https://openalex.org/W4322502807,State-Space Model for Arrival Time Simulations and Methodology for Offline Blade Tip-Timing Software Characterization,Tommaso Tocci; Lorenzo Capponi; Gianluca Rossi; Roberto Marsili; Marco Marrazzo,2023,article,Sensors,8,Q12,no
10.3390/s23146433,10.3390/s23146433,https://openalex.org/W4384557796,A Method for Measuring Parameters of Defective Ellipse Based on Vision,He Zhang; Li Wang; Wenya Liu; Jiwen Cui; Jiubin Tan,2023,article,Sensors,3,Q04,no
10.3390/s23208603,10.3390/s23208603,https://openalex.org/W4387822724,Development of a Procedure for Torsion Measurement Using a Fan-Shaped Distance Meter System,M. Goering; Thomas Lühmann,2023,article,Sensors,2,Q12,no
10.3390/s24061998,10.3390/s24061998,https://openalex.org/W4393043865,Crop Leaf Phenotypic Parameter Measurement Based on the RKM-D Point Cloud Method,Weiyi Mu; Yuanxin Li; Mingjiang Deng; Ning Han; Xin Guo,2024,article,Sensors,2,Q05,no
10.3390/s24072152,10.3390/s24072152,https://openalex.org/W4393218573,Advances in Aeroengine Cooling Hole Measurement: A Comprehensive Review,Shuyan Yan; Junkai Shi; Guannan Li; Can Hao; Ying Wang; Hao Yu; Weihu Zhou,2024,article,Sensors,21,Q03,yes
10.3390/s24113554,10.3390/s24113554,https://openalex.org/W4399209426,Three-Dimensional-Scanning of Pipe Inner Walls Based on Line Laser,L Kong; Linqian Ma; Keyuan Wang; Xingshuo Peng; Nan Geng,2024,article,Sensors,6,Q05;Q06,yes
10.3390/s24123786,10.3390/s24123786,https://openalex.org/W4399533755,A Visual Measurement Method for Deep Holes in Composite Material Aerospace Components,Fantong Meng; Jiankun Yang; Guolin Yang; Haibo Lu; Zhigang Dong; Renke Kang; Dongming Guo; Yan Qin,2024,article,Sensors,9,Q02,yes
10.3390/s24144484,10.3390/s24144484,https://openalex.org/W4400534204,Measurement Approach for the Pose of Flanges in Cabin Assemblies through Distributed Vision,Xiaojie Ma; Jieyu Zhang; Tianchao Miao; Fawen Xie; Zhongqiu Geng,2024,article,Sensors,1,Q05,no
10.3390/s24175790,10.3390/s24175790,https://openalex.org/W4402319971,Research on Point Cloud Acquisition and Calibration of Deep Hole Inner Surfaces Based on Collimated Ring Laser Beams,Huifu Du; Xiaowei Zhao; Daguo Yu; Hongyan Shi; Ziyang Zhou,2024,article,Sensors,9,Q02;Q05;Q09;Q11,no
10.3390/s24185935,10.3390/s24185935,https://openalex.org/W4402526626,A Machine Vision Method for Identifying Blade Tip Clearance in Wind Turbines,Le Zhang; Jiadan Wei,2024,article,Sensors,6,Q12,no
10.3390/s24185938,10.3390/s24185938,https://openalex.org/W4402524482,Numerical Investigation on the Influence of Turbine Rotor Parameters on the Eddy Current Sensor for the Dynamic Blade Tip Clearance Measurement,Lingqiang Zhao; Fulin Liu; Yaguo Lyu; Zhenxia Liu; Ziyu Zhao,2024,article,Sensors,6,Q12,yes
10.3390/s24186117,10.3390/s24186117,https://openalex.org/W4402768272,Automatic Measurement of Seed Geometric Parameters Using a Handheld Scanner,Xia Huang; Fengbo Zhu; Xiqi Wang; Bo Zhang,2024,article,Sensors,7,Q02,no
10.3390/s24186133,10.3390/s24186133,https://openalex.org/W4402766640,Experimental Investigation on the Effect of Coil Shape on Planar Eddy Current Sensor Characteristic for Blade Tip Clearance,Lingqiang Zhao; Yaguo Lyu; Fulin Liu; Zhenxia Liu; Ziyu Zhao,2024,article,Sensors,5,Q12,yes
10.3390/s24206554,10.3390/s24206554,https://openalex.org/W4403318913,Interior Profile Accuracy Assessment Method of Deep-Hole Parts Based on Servo Drive System,Jintao Liang; K. Wang; Xiaotian Song; Xiaolan Han,2024,article,Sensors,4,Q02,yes
10.3390/s24237709,10.3390/s24237709,https://openalex.org/W4405001925,FPGA-Based Sensors for Distributed Digital Manufacturing Systems: A State-of-the-Art Review,L.M. Khan; Sriram Praneeth Isanaka; Frank Liou,2024,article,Sensors,6,Q10,no
10.3390/s24237734,10.3390/s24237734,https://openalex.org/W4405001258,Extension of the Side Distance Measurement Aspect Ratio in the Measurement of a Slot or Bore Using a Commercial Laser Triangulation Sensor,Jan Hošek,2024,article,Sensors,2,Q05,yes
10.3390/s24237786,10.3390/s24237786,https://openalex.org/W4405074481,Improving Sewer Damage Inspection: Development of a Deep Learning Integration Concept for a Multi-Sensor System,Jan Thomas Jung; Alexander Reiterer,2024,article,Sensors,11,Q05,no
10.3390/s24237847,10.3390/s24237847,https://openalex.org/W4405184989,An On-Machine Measuring Apparatus for Dimension and Form Errors of Deep-Hole Parts,Jintao Liang; Xiaotian Song; K. Wang; Xiaolan Han,2024,article,Sensors,6,Q02;Q05,yes
10.3390/s24248050,10.3390/s24248050,https://openalex.org/W4405496122,Design and Uncertainty Evaluation of a Calibration Setup for Turbine Blades Vibration Measurement,Lorenzo Capponi; Giulio Tribbiani; Vittoria Medici; Stéphane Fabri; Andrea Prato; Paolo Castellini; Alessandro Schiavi; Nicola Paone; Gianluca Rossi,2024,article,Sensors,1,Q12,no
10.3390/s25020332,10.3390/s25020332,https://openalex.org/W4406169020,Piezoresistive Cantilever Microprobe with Integrated Actuator for Contact Resonance Imaging,Tianran Ma; Michael Fahrbach; Erwin Peiner,2025,article,Sensors,2,Q03,no
10.3390/s25041113,10.3390/s25041113,https://openalex.org/W4407391941,Laser Stripe Centerline Extraction Method for Deep-Hole Inner Surfaces Based on Line-Structured Light Vision Sensing,Huifu Du; Daguo Yu; Xiaowei Zhao; Ziyang Zhou,2025,article,Sensors,8,Q02;Q05,yes
10.3390/s25092843,10.3390/s25092843,https://openalex.org/W4410001315,A Full-Profile Measurement Method for an Inner Wall with Narrow-Aperture and Large-Cavity Parts Based on Line-Structured Light Rotary Scanning,Zhengwen Li; Changshuai Fang; Xiaodong Zhang,2025,article,Sensors,4,Q05,yes
10.3390/s25092860,10.3390/s25092860,https://openalex.org/W4410001057,Rotary Panoramic and Full-Depth-of-Field Imaging System for Pipeline Inspection,Qiang Xing; Xueqin Zhao; Kun Song; Jiawen Jiang; Xinhao Wang; Yuanyuan Huang; Haodong Wei,2025,article,Sensors,0,Q05,yes
10.3390/s25103059,10.3390/s25103059,https://openalex.org/W4410300644,Gap Measurements in Aerospace Engineering,Xinyuan Zhao; Chao Zhang; Long Xu; Tao Wang; Pei Li; Heng Zhang; Jun Yang,2025,article,Sensors,3,Q12,no
10.3390/s25103145,10.3390/s25103145,https://openalex.org/W4410446333,Experimental Verification of High-Temperature Resistance and High Resolution of Inductive Tip Clearance Measurement System,Ziyu Zhao; Lingqiang Zhao; Yaguo Lyu; Zhenxia Liu,2025,article,Sensors,1,Q12,yes
10.3390/s25123745,10.3390/s25123745,https://openalex.org/W4411340186,Research on a Multi-Dimensional Information Fusion Mechanical Wear Fault-Diagnosis Algorithm Based on Data Regeneration,Qifan Zhou; Bosong Chai; Kunwen Ran; Yingqing Guo; Shan Zhou; Wangyu Wu; Kun Wang; Yao Ni,2025,article,Sensors,1,Q08,no
10.3390/s25154631,10.3390/s25154631,https://openalex.org/W4412692701,"Crack Detection in Civil Infrastructure Using Autonomous Robotic Systems: A Synergistic Review of Platforms, Cognition, and Autonomous Action",Rong Dai; Rui Wang; Chang Shu; Jianming Li; Zhe Wei,2025,article,Sensors,5,Q05,no
10.3390/s25154873,10.3390/s25154873,https://openalex.org/W4413115494,A Review on Pipeline In-Line Inspection Technologies,Qinghua Ma; Weige Liang; Peiyi Zhou,2025,article,Sensors,12,Q05,yes
10.3390/s25185855,10.3390/s25185855,https://openalex.org/W4414356945,Application of Optical Measurements to Assess Form Deviations of Cylindrical Parts Made Using FDM Additive Technology,Anna Bujarska; Paweł Zmarzły; Paweł Szczygieł,2025,article,Sensors,1,Q11,no
10.3390/s25206407,10.3390/s25206407,https://openalex.org/W4415299709,"Measurement of Strain and Vibration, at Ambient Conditions, on a Dynamically Pressurised Aircraft Fuel Pump Using Optical Fibre Sensors",Edmon Chehura; Stephen W. James; Jarryd Braithwaite; James H. Barrington; Stephen E. Staines; Andrew Keil; M.K. Yates; Nicholas J. Lawson; Ralph P. Tatam,2025,article,Sensors,1,Q12,no
10.3390/s25226863,10.3390/s25226863,https://openalex.org/W4416088453,Measurement of Form and Position Error of Small-Diameter Deep Holes Based on Collaboration Between a Lateral Confocal Displacement Sensor and Helical Scanning,Yao Liu; Daguo Yu; Huifu Du; Tong Chen,2025,article,Sensors,4,Q02;Q09,yes
10.3390/s26020600,10.3390/s26020600,https://openalex.org/W7124338245,Multi-Scale Adaptive Light Stripe Center Extraction for Line-Structured Light Vision Based Online Wheelset Measurement,Saisai Liu; Qixin He; Wenjie Fu; Boshi Du; Qibo Feng,2026,article,Sensors,1,Q05,no
10.3390/s26103101,10.3390/s26103101,https://openalex.org/W7161140644,Ceramic-Integrated Eddy Current Sensor for Blade Tip Clearance Measurement: Design and Performance Evaluation,Qiang Miao; Zhichun Liu; Q Liu,2026,article,Sensors,0,Q12,yes
10.3390/s26113384,10.3390/s26113384,https://openalex.org/W7162570098,A Spectral Confocal Measurement Method for High-Aspect-Ratio Deep Holes Based on Stepped Ring Gauge and Hierarchical Error Compensation,Yao Liu; Gui Wang; Daguo Yu; Huifu Du,2026,article,Sensors,0,Q02;Q09,yes
10.3390/s6111440,10.3390/s6111440,https://openalex.org/W2148068557,Volatile Organic Compound Optical Fiber Sensors: A Review,César Elosúa; Ignacio R. Matı́as; Cándido Bariáin; Francisco J. Arregui,2006,article,Sensors,199,Q04,no
10.3390/s7123489,10.3390/s7123489,https://openalex.org/W2089929822,Optical Fiber Sensing Using Quantum Dots,P. A. S. Jorge; Manuel A. Martins; Tito Trindade; J. L. Santos; Faramarz Farahi,2007,article,Sensors,128,Q04,no
10.3390/s90907021,10.3390/s90907021,https://openalex.org/W1964055865,On-Line Metrology with Conoscopic Holography: Beyond Triangulation,Ignacio Álvarez; José M. Enguita; María Frade; Jorge Marina; G. Ojea,2009,article,Sensors,37,Q11,no
10.3390/su10093145,10.3390/su10093145,https://openalex.org/W2890520504,"Railway Freight Transport and Logistics: Methods for Relief, Algorithms for Verification and Proposals for the Adjustment of Tunnel Inner Surfaces",Giuseppe Loprencipe; Laura Moretti; Tiziana Pestillo; Ricardo Ferraro,2018,article,Sustainability,11,Q05,no
10.3390/su15076074,10.3390/su15076074,https://openalex.org/W4362465381,The Floor Heave Mechanism and Control Technology of Gob-Side Entry Retaining of Soft Rock Floor,Zexin Li; Yidong Zhang; Yidong Zhang; Qi Ma; Yu Zheng; Guangyuan Song; Wanzi Yan; Yu Zhang; Yu Zhang; Lei Hu,2023,article,Sustainability,19,Q02,no
10.3390/su151914490,10.3390/su151914490,https://openalex.org/W4387370683,Estimating Groundwater Flow Velocity in Shallow Volcanic Aquifers of the Ethiopian Highlands Using a Geospatial Technique,Hassen Shube; Seifu Kebede; Tilahun Azagegn; Dessie Nedaw; Muhammed Haji; Shankar Karuppannan,2023,article,Sustainability,11,Q08,no
10.3390/sym15061255,10.3390/sym15061255,https://openalex.org/W4380684327,Research on Visual Measurement of Aperture and Hole Group Center Distance Based on Geometric Constraint,Chunfeng Li; Xiping Xu; Zhen Ren; Siyuan Liu,2023,article,Symmetry,4,Q02,yes
10.3390/sym15081570,10.3390/sym15081570,https://openalex.org/W4385769483,A Decision-Making Method for Design Schemes Based on Intuitionistic Fuzzy Sets and Prospect Theory,Juan Hao; Xinqin Gao; Xueqi Yang; Yong Liu; Zhoupeng Han,2023,article,Symmetry,7,Q02,no
10.3390/w13050700,10.3390/w13050700,https://openalex.org/W3133759897,Application of Flow Velocity and Direction Measurement System in Slope Stability Analysis,Qi Ge; Jingjing Zhang; Zhongxuan Chen; Jin Li,2021,article,Water,4,Q08,no
10.3390/w18030437,10.3390/w18030437,https://openalex.org/W7128163343,Influence of Blade Tip Clearance on External Characteristics and Internal Flow Pattern of Axial Flow Pumps,Ling Bai; Jie Zhang; Cheng Li; Hong Xu; Ling Zhou,2026,article,Water,0,Q12,no
10.34429/0002000001,10.34429/0002000001,https://openalex.org/W7143718651,Non-contact micro-deformation detection based on optical phase-diversity digital coherent technology,XIAOYAN WANG,,dissertation,Institutional Repositories DataBase (IRDB),0,Q12,no
10.36227/techrxiv.22771271,10.36227/techrxiv.22771271,https://openalex.org/W4376129544,Transduction in MEMS/NEMS Based Actuation and Sensing,Vinayak Pachkawade,2023,preprint,,1,Q12,no
10.37099/mtu.dc.etds/379,10.37099/mtu.dc.etds/379,https://openalex.org/W2057072359,"Experimental results on gravity driven fully condensing flows in vertical tubes, their agreement with theory, and their differences with shear driven flows' boundary-condition sensitivities",Jorge Kurita,2011,dissertation,,10,Q08,no
10.37188/lam.2021.009,10.37188/lam.2021.009,https://openalex.org/W3135357148,Physics-based virtual coherence scanning interferometer for surface measurement,Rong Su; Richard Leach,2021,article,Light Advanced Manufacturing,60,Q09,no
10.37188/ope.20243224.3545,10.37188/ope.20243224.3545,https://openalex.org/W4407921059,Sensing properties of ellipsoidal extrinsic Fabry-Perot fiber probe,Guixin Li; Shenghui Shi; Binbin Luo; Xue Zou; Jian Chen; Mingfu Zhao,2024,article,Optics and Precision Engineering,0,Q04,no
10.37188/ope.20253323.3672,10.37188/ope.20253323.3672,https://openalex.org/W7131257181,微纳米三坐标测量机的技术进展,HE Yaxiong; LI Ruijun; HUANG Qiangxian; CHENG Zhenying; FAN Guangzhao,2025,article,Optics and Precision Engineering,0,Q03,no
10.37394/232013.2025.20.4,10.37394/232013.2025.20.4,https://openalex.org/W4407332276,Incidence Angle Effect on the Behaviour of a Flow around the Turbine Blades,Merouane Habib; Ismail Drai; Rachid Sahnoun,2025,article,WSEAS TRANSACTIONS ON FLUID MECHANICS,1,Q12,no
10.3788/col201109.071202,10.3788/col201109.071202,https://openalex.org/W2012573526,利用微小光纤光学探针对喷射喷嘴的干涉测量,Tilo Pfeifer; Robert Schmitt; Niels König; Guilherme Mallmann,2011,article,Chinese Optics Letters,13,Q03;Q04,no
10.3788/col202119.091404,10.3788/col202119.091404,https://openalex.org/W3172551720,Enhanced optical absorption surface of titanium fabricated by a femtosecond laser assisted with airflow pressure,Xun Li; Ming Li; Hongjun Liu,2021,article,Chinese Optics Letters,1,Q09,no
10.3788/col202523.063601,10.3788/col202523.063601,https://openalex.org/W4410610157,Compact nanohole/disk array-based plasmonic fiber-optic end-facet sensing probe: batch preparation and performance determination,Yijin He; Yuzhang Liang; Xinran Wei; Yuqi Du; Lanlan Shen; Jingyuan Zhao; Cheng Yang; Yurui Fang; Wei Peng,2025,article,Chinese Optics Letters,2,Q04,yes
10.3788/irla201746.1217008,10.3788/irla201746.1217008,https://openalex.org/W2790886588,Image distortion correction algorithm for complicated deep-hole profile using structured-light,丁 超 Ding Chao; 唐力伟 Tang Liwei; 曹立军 Cao Lijun; 邵新杰 Shao Xinjie; 邓士杰 Deng Shijie,2017,article,Infrared and Laser Engineering,2,Q02,yes
10.3788/irla201847.1117004,10.3788/irla201847.1117004,https://openalex.org/W2907975471,3D reconstruction of deep-hole inner surface using structured light,丁 超 Ding Chao; 唐力伟 Tang Liwei; 曹立军 Cao Lijun; 邵新杰 Shao Xinjie; 邓士杰 Deng Shijie,2018,article,Infrared and Laser Engineering,2,Q05,yes
